Hospital_Name,Hospital_Ownership,Hospital_Type,State,City,ZIP_Code,Hospital_overall_rating,County_Name,Location,Emergency_Services,Patient_experience_national_comparison
"PRAIRIE RIDGE HOSPITAL AND HEALTH SERVICES","Voluntary non-profit - Private","Critical Access Hospitals",MN,"ELBOW LAKE",56531,"Not Available",GRANT,"1411 STATE HIGHWAY 793
ELBOW LAKE, MN
",TRUE,"Not Available"
"KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN","Voluntary non-profit - Other","Acute Care Hospitals",MS,BROOKHAVEN,39601,4,LINCOLN,"P O BOX 948/427 HIGHWAY 51 NORTH
BROOKHAVEN, MS
",TRUE,"Above the national average"
"JEFFERSON COUNTY HOSPITAL","Government - Local","Acute Care Hospitals",MS,FAYETTE,39069,"Not Available",JEFFERSON,"870 S MAIN
FAYETTE, MS
",TRUE,"Not Available"
"MERIT HEALTH NATCHEZ",Proprietary,"Acute Care Hospitals",MS,NATCHEZ,39120,2,ADAMS,"52 SERGEANT PRENTISS DRIVE
NATCHEZ, MS
",TRUE,"Below the national average"
"SOUTHWEST MS REGIONAL MEDICAL CENTER","Government - Local","Acute Care Hospitals",MS,MCCOMB,39649,2,PIKE,"215 MARION AV BOX 1307
MCCOMB, MS
",TRUE,"Below the national average"
"CHOCTAW HEALTH CENTER","Government - Federal","Acute Care Hospitals",MS,PHILADELPHIA,39350,"Not Available",NESHOBA,"ROUTE 7 BOX R50
PHILADELPHIA, MS
",TRUE,"Not Available"
"WHITFIELD MEDICAL SURGICAL HOSPITAL","Government - State","Acute Care Hospitals",MS,WHITFIELD,39193,"Not Available",RANKIN,"3550 HWY 468 W, BLDG 60
WHITFIELD, MS
",FALSE,"Not Available"
"FIELD HEALTH SYSTEM","Government - Local","Critical Access Hospitals",MS,CENTREVILLE,39631,2,WILKINSON,"178 HIGHWAY 24
CENTREVILLE, MS
",TRUE,"Not Available"
"MERCY HOSPITAL ST LOUIS","Voluntary non-profit - Private","Acute Care Hospitals",MO,"SAINT LOUIS",63141,4,"SAINT LOUIS","615 NEW BALLAS ROAD
SAINT LOUIS, MO
",TRUE,"Above the national average"
"BARNES JEWISH HOSPITAL","Voluntary non-profit - Other","Acute Care Hospitals",MO,"SAINT LOUIS",63110,2,"SAINT LOUIS CITY","ONE BARNES-JEWISH HOSPITAL PLAZA
SAINT LOUIS, MO
",TRUE,"Above the national average"
"MISSOURI BAPTIST MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",MO,"TOWN AND COUNTRY",63131,3,"SAINT LOUIS","3015 N BALLAS RD
TOWN AND COUNTRY, MO
",TRUE,"Same as the national average"
"UNIVERSITY OF MISSOURI HEALTH CARE","Government - State","Acute Care Hospitals",MO,COLUMBIA,65212,2,BOONE,"ONE HOSPITAL DRIVE
COLUMBIA, MO
",TRUE,"Same as the national average"
"FITZGIBBON HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",MO,MARSHALL,65340,3,SALINE,"2305 S 65 HIGHWAY
MARSHALL, MO
",TRUE,"Same as the national average"
"SAINT FRANCIS MEDICAL CENTER","Voluntary non-profit - Church","Acute Care Hospitals",MO,"CAPE GIRARDEAU",63703,3,"CAPE GIRARDEAU","211 ST FRANCIS DR
CAPE GIRARDEAU, MO
",TRUE,"Above the national average"
"BELTON REGIONAL MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",MO,BELTON,64012,3,CASS,"17065 S 71 HIGHWAY
BELTON, MO
",TRUE,"Same as the national average"
"SALEM MEMORIAL DISTRICT HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",MO,SALEM,65560,"Not Available",DENT,"PO BOX 774,
SALEM, MO
",TRUE,"Not Available"
"MERCY ST FRANCIS HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",MO,"MOUNTAIN VIEW",65548,"Not Available",HOWELL,"100 WEST HIGHWAY 60, PO BOX 82
MOUNTAIN VIEW, MO
",TRUE,"Not Available"
"IRON COUNTY HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",MO,"PILOT KNOB",63663,"Not Available",IRON,"301 NORTH HIGHWAY 21
PILOT KNOB, MO
",TRUE,"Not Available"
"ST LOUIS CHILDRENS HOSPITAL","Voluntary non-profit - Other",Childrens,MO,"SAINT LOUIS",63110,"Not Available","SAINT LOUIS CITY","ONE CHILDRENS PLACE
SAINT LOUIS, MO
",TRUE,"Not Available"
"ST PETER'S HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",MT,HELENA,59601,3,"LEWIS AND CLARK","2475 BROADWAY
HELENA, MT
",TRUE,"Above the national average"
"MISSOURI RIVER MEDICAL CENTER","Government - Hospital District or Authority","Critical Access Hospitals",MT,"FORT BENTON",59442,"Not Available",CHOUTEAU,"1501 ST CHARLES ST
FORT BENTON, MT
",TRUE,"Not Available"
"PRAIRIE COMMUNITY HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",MT,TERRY,59349,"Not Available",PRAIRIE,"312 S ADAMS
TERRY, MT
",TRUE,"Not Available"
"WHEATLAND MEMORIAL HOSPITAL","Government - Local","Critical Access Hospitals",MT,HARLOWTON,59036,"Not Available",WHEATLAND,"530 3RD ST NW
HARLOWTON, MT
",TRUE,"Not Available"
"P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE","Government - Federal","Critical Access Hospitals",MT,"CROW AGENCY",59022,"Not Available","BIG HORN","1010 SOUTH 7650 EAST, POST OFFICE BOX 9
CROW AGENCY, MT
",TRUE,"Not Available"
"CHI HEALTH GOOD SAMARITAN","Voluntary non-profit - Church","Acute Care Hospitals",NE,KEARNEY,68848,3,BUFFALO,"P O BOX 1990, 10 EAST 31ST ST
KEARNEY, NE
",TRUE,"Same as the national average"
"THE NEBRASKA MEDICAL CENTER DBA NEBRASKA MEDICINE","Voluntary non-profit - Private","Acute Care Hospitals",NE,OMAHA,68198,2,DOUGLAS,"987400 NEBRASKA MEDICAL CENTER
OMAHA, NE
",TRUE,"Above the national average"
"NEBRASKA SPINE HOSPITAL, LLC",Proprietary,"Acute Care Hospitals",NE,OMAHA,68122,"Not Available",DOUGLAS,"P O BOX 34400, 6901 NORTH 72ND ST, STE 20300
OMAHA, NE
",FALSE,"Above the national average"
"HARLAN COUNTY HEALTH SYSTEM","Voluntary non-profit - Other","Critical Access Hospitals",NE,ALMA,68920,"Not Available",HARLAN,"P O BOX 836, 717 NORTH BROWN ST
ALMA, NE
",TRUE,"Not Available"
"FILLMORE COUNTY HOSPITAL","Government - Local","Critical Access Hospitals",NE,GENEVA,68361,"Not Available",FILLMORE,"P O BOX 193, 1900 F STREET
GENEVA, NE
",TRUE,"Not Available"
"PAWNEE COUNTY MEMORIAL HOSPITAL","Government - Local","Critical Access Hospitals",NE,"PAWNEE CITY",68420,"Not Available",PAWNEE,"P O BOX 433, 600 I ST
PAWNEE CITY, NE
",TRUE,"Not Available"
"NIOBRARA VALLEY HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",NE,LYNCH,68746,"Not Available",BOYD,"P O BOX 118, 401 SOUTH 5TH STREET
LYNCH, NE
",TRUE,"Not Available"
"COMMUNITY MEMORIAL HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",NE,SYRACUSE,68446,"Not Available",OTOE,"P O BOX N, 1579 MIDLAND ST
SYRACUSE, NE
",TRUE,"Not Available"
"GENOA COMMUNITY HOSPITAL","Government - Local","Critical Access Hospitals",NE,GENOA,68640,"Not Available",NANCE,"P O BOX 310, 706 EWING AVE
GENOA, NE
",TRUE,"Not Available"
"ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER","Government - Local","Critical Access Hospitals",NE,OSCEOLA,68651,"Not Available",POLK,"P O BOX 428, 531 BEEBE ST
OSCEOLA, NE
",TRUE,"Not Available"
"BRODSTONE MEMORIAL HOSP","Voluntary non-profit - Private","Critical Access Hospitals",NE,SUPERIOR,68978,"Not Available",NUCKOLLS,"P O BOX 187, 520 EAST 10TH ST
SUPERIOR, NE
",TRUE,"Not Available"
"WEBSTER COUNTY COMMUNITY HOSPITAL","Government - Local","Critical Access Hospitals",NE,"RED CLOUD",68970,"Not Available",WEBSTER,"P O BOX 465, 621 N FRANKLIN ST
RED CLOUD, NE
",TRUE,"Not Available"
"JEFFERSON COMMUNITY HEALTH CENTER","Voluntary non-profit - Private","Critical Access Hospitals",NE,FAIRBURY,68352,3,JEFFERSON,"P O BOX 277, 2200 H ST
FAIRBURY, NE
",TRUE,"Not Available"
"ANTELOPE MEMORIAL HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",NE,NELIGH,68756,3,ANTELOPE,"P O BOX 229, 102 WEST 9TH ST
NELIGH, NE
",TRUE,"Not Available"
"COZAD COMMUNITY HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",NE,COZAD,69130,"Not Available",DAWSON,"P O BOX 108, 300 EAST 12TH ST
COZAD, NE
",TRUE,"Not Available"
"AVERA CREIGHTON HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",NE,CREIGHTON,68729,"Not Available",KNOX,"P O BOX 186, 1503 MAIN ST
CREIGHTON, NE
",TRUE,"Not Available"
"BOONE COUNTY HEALTH CENTER","Government - Local","Critical Access Hospitals",NE,ALBION,68620,4,BOONE,"P O BOX 151, 723 WEST FAIRVIEW ST
ALBION, NE
",TRUE,"Above the national average"
"CALLAWAY DISTRICT HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",NE,CALLAWAY,68825,"Not Available",CUSTER,"P O BOX 100, 211 E KIMBALL ST
CALLAWAY, NE
",TRUE,"Not Available"
"YORK GENERAL HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",NE,YORK,68467,3,YORK,"2222 LINCOLN AVE
YORK, NE
",TRUE,"Above the national average"
"CLARION HOSPITAL","Voluntary non-profit - Other","Acute Care Hospitals",PA,CLARION,16214,2,CLARION,"ONE HOSPITAL DRIVE
CLARION, PA
",TRUE,"Below the national average"
"HOWARD COUNTY MEDICAL CENTER","Voluntary non-profit - Other","Critical Access Hospitals",NE,"ST PAUL",68873,3,HOWARD,"P O BOX 406, 1113 SHERMAN ST
ST PAUL, NE
",TRUE,"Not Available"
"DUNDY COUNTY HOSPITAL","Government - Local","Critical Access Hospitals",NE,BENKELMAN,69021,"Not Available",DUNDY,"P O BOX 626, 1313 NORTH CHEYENNE ST
BENKELMAN, NE
",TRUE,"Not Available"
"CHERRY COUNTY HOSPITAL","Government - Local","Critical Access Hospitals",NE,VALENTINE,69201,3,CHERRY,"P O BOX 410, 510 NORTH GREEN ST
VALENTINE, NE
",TRUE,"Same as the national average"
"CHI HEALTH PLAINVIEW","Voluntary non-profit - Church","Critical Access Hospitals",NE,PLAINVIEW,68769,"Not Available",PIERCE,"P O BOX 489, 704 NORTH THIRD ST
PLAINVIEW, NE
",TRUE,"Not Available"
"OSMOND GENERAL HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",NE,OSMOND,68765,"Not Available",PIERCE,"P O BOX 429, 402 NORTH MAPLE ST
OSMOND, NE
",TRUE,"Not Available"
"BLAKE MEDICAL CENTER",Proprietary,"Acute Care Hospitals",FL,BRADENTON,34209,2,MANATEE,"2020 59TH ST W
BRADENTON, FL
(27.482176, -82.620468)",TRUE,"Below the national average"
"PENDER COMMUNITY HOSPITAL","Government - Hospital District or Authority","Critical Access Hospitals",NE,PENDER,68047,4,THURSTON,"P O BOX 100, 100 HOSPITAL DRIVE
PENDER, NE
",TRUE,"Above the national average"
"CHASE COUNTY COMMUNITY HOSPITAL","Government - Local","Critical Access Hospitals",NE,IMPERIAL,69033,"Not Available",CHASE,"P O BOX 819, 600 W 12TH ST
IMPERIAL, NE
",TRUE,"Not Available"
"COMMUNITY MEDICAL CENTER, INC","Voluntary non-profit - Private","Critical Access Hospitals",NE,"FALLS CITY",68355,4,RICHARDSON,"P O BOX 399, 3307 BARADA ST
FALLS CITY, NE
",TRUE,"Above the national average"
"CRETE AREA MEDICAL CENTER","Voluntary non-profit - Private","Critical Access Hospitals",NE,CRETE,68333,"Not Available",SALINE,"P O BOX 220, 2910 BETTEN DR
CRETE, NE
",TRUE,"Not Available"
"BOX BUTTE GENERAL HOSPITAL","Government - Local","Critical Access Hospitals",NE,ALLIANCE,69301,3,"BOX BUTTE","P O BOX 810, 2101 BOX BUTTE AVE
ALLIANCE, NE
",TRUE,"Same as the national average"
"LEXINGTON REGIONAL HEALTH CENTER","Government - Hospital District or Authority","Critical Access Hospitals",NE,LEXINGTON,68850,3,DAWSON,"P O BOX 980, 1201 NORTH ERIE ST
LEXINGTON, NE
",TRUE,"Not Available"
"COMMUNITY HOSPITAL","Voluntary non-profit - Other","Critical Access Hospitals",NE,MCCOOK,69001,4,"RED WILLOW","P O BOX 1328, 1301 EAST H ST
MCCOOK, NE
",TRUE,"Above the national average"
"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC","Voluntary non-profit - Private","Critical Access Hospitals",NE,BEATRICE,68310,4,GAGE,"P O BOX 278, 4800 HOSPITAL PARKWAY
BEATRICE, NE
",TRUE,"Above the national average"
"SUMMERLIN HOSPITAL MEDICAL CENTER",Proprietary,"Acute Care Hospitals",NV,"LAS VEGAS",89144,3,CLARK,"657 TOWN CENTER DRIVE
LAS VEGAS, NV
",TRUE,"Below the national average"
"ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS","Voluntary non-profit - Private","Acute Care Hospitals",NV,HENDERSON,89052,1,CLARK,"3001 ST ROSE PARKWAY
HENDERSON, NV
",TRUE,"Below the national average"
"HENDERSON HOSPITAL",Proprietary,"Acute Care Hospitals",NV,HENDERSON,89011,"Not Available",CLARK,"1050 WEST GALLERIA DRIVE
HENDERSON, NV
",TRUE,"Not Available"
"CARSON VALLEY MEDICAL CENTER","Voluntary non-profit - Private","Critical Access Hospitals",NV,GARDNERVILLE,89410,3,DOUGLAS,"1107 HIGHWAY 395
GARDNERVILLE, NV
",TRUE,"Same as the national average"
"SOUTH LYON MEDICAL CENTER","Government - Hospital District or Authority","Critical Access Hospitals",NV,YERINGTON,89447,"Not Available",LYON,"213 S WHITACRE/PO BOX 940
YERINGTON, NV
",TRUE,"Not Available"
"CLARA MAASS MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",NJ,BELLEVILLE,7109,3,ESSEX,"ONE CLARA MAASS DRIVE
BELLEVILLE, NJ
",TRUE,"Below the national average"
"UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO","Voluntary non-profit - Private","Acute Care Hospitals",NJ,PLAINSBORO,8536,3,MIDDLESEX,"ONE-FIVE PLAINSBORO ROAD
PLAINSBORO, NJ
",TRUE,"Same as the national average"
"CAPE REGIONAL MEDICAL CENTER INC","Voluntary non-profit - Private","Acute Care Hospitals",NJ,"CAPE MAY COURT HOUSE",8210,3,"CAPE MAY","TWO STONE HARBOR BLVD
CAPE MAY COURT HOUSE, NJ
",TRUE,"Same as the national average"
"RIVERVIEW MEDICAL CENTER",Proprietary,"Acute Care Hospitals",NJ,"RED BANK",7701,3,MONMOUTH,"ONE RIVERVIEW PLAZA
RED BANK, NJ
",TRUE,"Same as the national average"
"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",NJ,"NEW BRUNSWICK",8901,2,MIDDLESEX,"ONE ROBERT WOOD JOHNSON PLACE
NEW BRUNSWICK, NJ
",TRUE,"Below the national average"
"CAPITAL HEALTH MEDICAL CENTER - HOPEWELL","Voluntary non-profit - Private","Acute Care Hospitals",NJ,PENNINGTON,8534,2,MERCER,"ONE CAPITAL WAY
PENNINGTON, NJ
",TRUE,"Below the national average"
"HACKENSACK-UMC MOUNTAINSIDE","Voluntary non-profit - Private","Acute Care Hospitals",NJ,MONTCLAIR,7042,2,ESSEX,"BAY AND HIGHLAND AVE
MONTCLAIR, NJ
",TRUE,"Below the national average"
"MEMORIAL HOSPITAL OF SALEM COUNTY","Voluntary non-profit - Private","Acute Care Hospitals",NJ,SALEM,8079,3,SALEM,"310 WOODSTOWN ROAD
SALEM, NJ
",TRUE,"Below the national average"
"ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON","Voluntary non-profit - Private","Acute Care Hospitals",NJ,HAMILTON,8690,1,MERCER,"ONE HAMILTON HEALTH PLACE
HAMILTON, NJ
",TRUE,"Below the national average"
"LARGO MEDICAL CENTER",Proprietary,"Acute Care Hospitals",FL,LARGO,33770,2,PINELLAS,"201 14TH ST SW
LARGO, FL
(27.914914, -82.802671)",TRUE,"Below the national average"
"MESCALERO PHS INDIAN HOSPITAL","Government - Federal","Acute Care Hospitals",NM,MESCALERO,88340,"Not Available",OTERO,"P O BOX 210
MESCALERO, NM
",FALSE,"Not Available"
"NORTHERN NAVAJO MEDICAL CENTER","Government - Federal","Acute Care Hospitals",NM,SHIPROCK,87420,2,"SAN JUAN","US HWY 491 NORTH
SHIPROCK, NM
",TRUE,"Below the national average"
"ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER","Government - Federal","Acute Care Hospitals",NM,ZUNI,87327,"Not Available",MCKINLEY,"ROUTE 301 NORTH B STREET
ZUNI, NM
",TRUE,"Not Available"
"CROWNPOINT HEALTHCARE FACILITY","Government - Federal","Acute Care Hospitals",NM,CROWNPOINT,87313,"Not Available",MCKINLEY,"JUNCTION OF HWY 371
CROWNPOINT, NM
",TRUE,"Not Available"
"DHHS USPHS INDIAN HEALTH SERVICES","Government - Federal","Acute Care Hospitals",NM,"SAN FIDEL",87049,"Not Available",CIBOLA,"EXIT #102 OFF I-40 1/2 MILE SOUTH
SAN FIDEL, NM
",TRUE,"Not Available"
"MIMBRES MEMORIAL HOSPITAL",Proprietary,"Critical Access Hospitals",NM,DEMING,88031,2,LUNA,"900 W ASH
DEMING, NM
",TRUE,"Below the national average"
"MOUNT SINAI HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",NY,"NEW YORK",10029,3,"NEW YORK","ONE GUSTAVE L LEVY PLACE
NEW YORK, NY
",TRUE,"Below the national average"
"NORTHERN DUTCHESS HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",NY,RHINEBECK,12572,3,DUTCHESS,"6511 SPRINGBROOK AVENUE
RHINEBECK, NY
",TRUE,"Same as the national average"
"NEW YORK-PRESBYTERIAN/QUEENS","Voluntary non-profit - Private","Acute Care Hospitals",NY,FLUSHING,11355,2,QUEENS,"56-45 MAIN STREET
FLUSHING, NY
",TRUE,"Below the national average"
"GENEVA GENERAL HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",NY,GENEVA,14456,3,ONTARIO,"196 -198 NORTH STREET
GENEVA, NY
",TRUE,"Below the national average"
"AURELIA OSBORN FOX MEMORIAL HOSPITAL","Voluntary non-profit - Other","Acute Care Hospitals",NY,ONEONTA,13820,2,OTSEGO,"ONE NORTON AVENUE
ONEONTA, NY
",TRUE,"Same as the national average"
"MARY IMOGENE BASSETT HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",NY,COOPERSTOWN,13326,2,OTSEGO,"ONE ATWELL ROAD
COOPERSTOWN, NY
",TRUE,"Below the national average"
"GLEN COVE HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",NY,"GLEN COVE",11542,2,NASSAU,"101 ST ANDREWS LANE
GLEN COVE, NY
",TRUE,"Below the national average"
"LONG ISLAND JEWISH MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",NY,"NEW HYDE PARK",11040,2,QUEENS,"270 - 05 76TH AVENUE
NEW HYDE PARK, NY
",TRUE,"Below the national average"
"SOUTH NASSAU COMMUNITIES HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",NY,OCEANSIDE,11572,2,NASSAU,"ONE HEALTHY WAY
OCEANSIDE, NY
",TRUE,"Below the national average"
"WHITE PLAINS HOSPITAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",NY,"WHITE PLAINS",10601,3,WESTCHESTER,"41 EAST POST R0AD
WHITE PLAINS, NY
",TRUE,"Above the national average"
"NORTH CENTRAL BRONX HOSPITAL","Government - Local","Acute Care Hospitals",NY,BRONX,10467,2,BRONX,"3424 KOSSUTH AVENUE &amp; 210TH STREET
BRONX, NY
",TRUE,"Below the national average"
"CATSKILL REGIONAL MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",NY,HARRIS,12742,2,SULLIVAN,"68 HARRIS BUSHVILLE ROAD
HARRIS, NY
",TRUE,"Below the national average"
"UNIVERSITY HOSPITAL ( STONY BROOK )","Government - State","Acute Care Hospitals",NY,"STONY BROOK",11794,2,SUFFOLK,"HEALTH SCIENCES CENTER SUNY
STONY BROOK, NY
",TRUE,"Same as the national average"
"CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE","Government - Federal","Critical Access Hospitals",NY,CALLICOON,12723,"Not Available",SULLIVAN,"8081 ROUTE 97
CALLICOON, NY
",FALSE,"Not Available"
"DUKE UNIVERSITY HOSPITAL",Proprietary,"Acute Care Hospitals",NC,DURHAM,27710,4,DURHAM,"PO BOX 3814 DUMC ERWIN RD
DURHAM, NC
",TRUE,"Above the national average"
"NORTH CAROLINA BAPTIST HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",NC,WINSTON-SALEM,27157,3,FORSYTH,"MEDICAL CENTER BOULEVARD
WINSTON-SALEM, NC
",TRUE,"Same as the national average"
"GRANVILLE HEALTH SYSTEMS","Government - Local","Acute Care Hospitals",NC,OXFORD,27565,3,GRANVILLE,"COLLEGE ST BOX 947
OXFORD, NC
",TRUE,"Same as the national average"
"MARIA PARHAM MEDICAL CENTER",Proprietary,"Acute Care Hospitals",NC,HENDERSON,27536,2,VANCE,"PO BOX 59
HENDERSON, NC
",TRUE,"Below the national average"
"DAVIS REGIONAL MEDICAL CENTER",Proprietary,"Acute Care Hospitals",NC,STATESVILLE,28687,3,IREDELL,"218 OLD MOCKSBVILLE RD PO BOX 1823
STATESVILLE, NC
",TRUE,"Below the national average"
"CHEROKEE INDIAN HOSPITAL AUTHORITY","Government - Federal","Acute Care Hospitals",NC,CHEROKEE,28719,"Not Available",SWAIN,"CALLER BOX C268
CHEROKEE, NC
",TRUE,"Not Available"
"NOVANT HEALTH MATTHEWS MEDICAL CENTER","Voluntary non-profit - Other","Acute Care Hospitals",NC,MATTHEWS,28106,4,MECKLENBURG,"1500 MATTHEWS TWNSHP PRKWY BOX 3310
MATTHEWS, NC
",TRUE,"Below the national average"
"OUR COMMUNITY HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",NC,"SCOTLAND NECK",27874,"Not Available",HALIFAX,"921 JUNIOR HIGH ROAD
SCOTLAND NECK, NC
",TRUE,"Not Available"
"ALLEGHANY COUNTY MEMORIAL HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",NC,SPARTA,28675,3,ALLEGHANY,"617 DOCTORS STREET
SPARTA, NC
",TRUE,"Not Available"
"CHARLES A CANNON JR MEMORIAL HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",NC,LINVILLE,28646,3,AVERY,"434 HOSPITAL DRIVE
LINVILLE, NC
",TRUE,"Same as the national average"
"P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK","Government - Federal","Acute Care Hospitals",ND,BELCOURT,58316,"Not Available",ROLETTE,"PO BOX 160
BELCOURT, ND
",TRUE,"Not Available"
"STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL","Government - Federal","Acute Care Hospitals",ND,"FORT YATES",58538,"Not Available",SIOUX,"10 NORTH RIVER ROAD
FORT YATES, ND
",TRUE,"Not Available"
"KENMARE COMMUNITY HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",ND,KENMARE,58746,"Not Available",WARD,"PO BOX 697
KENMARE, ND
",TRUE,"Not Available"
"NORTHWOOD DEACONESS HEALTH CENTER","Voluntary non-profit - Church","Critical Access Hospitals",ND,NORTHWOOD,58267,"Not Available","GRAND FORKS","PO BOX 190
NORTHWOOD, ND
",TRUE,"Not Available"
"CARRINGTON HEALTH CENTER","Voluntary non-profit - Private","Critical Access Hospitals",ND,CARRINGTON,58421,4,FOSTER,"PO BOX 461
CARRINGTON, ND
",TRUE,"Not Available"
"PEMBINA COUNTY MEMORIAL HOSPITAL","Voluntary non-profit - Private","Critical Access Hospitals",ND,CAVALIER,58220,3,PEMBINA,"BOX 380
CAVALIER, ND
",TRUE,"Not Available"
"TOWNER COUNTY MEDICAL CENTER","Voluntary non-profit - Private","Critical Access Hospitals",ND,CANDO,58324,"Not Available",TOWNER,"HWY 281 N
CANDO, ND
",TRUE,"Not Available"
"MIAMI VALLEY HOSPITAL","Voluntary non-profit - Private","Acute Care Hospitals",OH,DAYTON,45409,4,MONTGOMERY,"ONE WYOMING STREET
DAYTON, OH
",TRUE,"Below the national average"
"ATRIUM MEDICAL CENTER","Voluntary non-profit - Private","Acute Care Hospitals",OH,FRANKLIN,45005,4,WARREN,"ONE MEDICAL CENTER DRIVE
FRANKLIN, OH
",TRUE,"Below the national average"
"LAKE HEALTH","Voluntary non-profit - Private","Acute Care Hospitals",OH,CONCORD,44077,4,LAKE,"7590 AUBURN ROAD
CONCORD, OH
",TRUE,"Same as the national average"
"GRANDVIEW HOSPITAL & MEDICAL CENTER","Voluntary non-profit - Other","Acute Care Hospitals",OH,DAYTON,45405,4,MONTGOMERY,"405 GRAND AVENUE
DAYTON, OH
",TRUE,"Above the national average"
